,Brand Name,Name of Product,Price,Return/Exchange,Expected Delivery,Product URL
168,-,-,899,-,-,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0NDQwMzExOTE4MDE2Njc5OjE2NjkxMTM5NzA6c3BfbXRmOjIwMDMyNDQwNDc5Nzk4OjowOjo&url=%2FLUCHILA-Childrens-Instrument-Educational-Beginners%2Fdp%2FB09T3Q72CJ%2Fref%3Dsr_1_21_sspa%3Fkeywords%3DGuitar%26qid%3D1669113970%26qu%3DeyJxc2MiOiI1Ljc4IiwicXNhIjoiNS4yNiIsInFzcCI6IjQuMDUifQ%253D%253D%26sr%3D8-21-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
169,VAULT,Vault PA36 Parlor Acoustic Guitar Kit,"5,510",-,"Thursday, 24 November",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0NDQwMzExOTE4MDE2Njc5OjE2NjkxMTM5NzA6c3BfbXRmOjIwMDkyNjI0MDIxNjk4OjowOjo&url=%2FVault-PA36-Parlor-Acoustic-Guitar%2Fdp%2FB0BJK1332J%2Fref%3Dsr_1_22_sspa%3Fkeywords%3DGuitar%26qid%3D1669113970%26qu%3DeyJxc2MiOiI1Ljc4IiwicXNhIjoiNS4yNiIsInFzcCI6IjQuMDUifQ%253D%253D%26sr%3D8-22-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
170,Blueberry,"Blueberry B40L, 40"" Acoustic Guitar Kit Inbuilt Truss Rod with Bag, Strap, One Pack Strings And Picks (Classic Maroon)","4,495",-,"Saturday, 26 November",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0NDQwMzExOTE4MDE2Njc5OjE2NjkxMTM5NzA6c3BfbXRmOjIwMDc4MzM2ODg1MTk4OjowOjo&url=%2FBlueberry-Acoustic-Inbuilt-Strings-Classic%2Fdp%2FB09VLF8B8G%2Fref%3Dsr_1_23_sspa%3Fkeywords%3DGuitar%26qid%3D1669113970%26qu%3DeyJxc2MiOiI1Ljc4IiwicXNhIjoiNS4yNiIsInFzcCI6IjQuMDUifQ%253D%253D%26sr%3D8-23-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
171,Blueberry,"Blueberry B-D38, 38"" Acoustic Guitar Kit Inbuilt Truss Rod, with Bag, Strap, One Pack Strings And Picks (MAROON BROWN)","2,895",-,November 24 - 26,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0NDQwMzExOTE4MDE2Njc5OjE2NjkxMTM5NzA6c3BfbXRmOjIwMDc4MzM2ODg1MDk4OjowOjo&url=%2FBlueberry-B-D38-Acoustic-Inbuilt-Strings%2Fdp%2FB0B74CSY9V%2Fref%3Dsr_1_24_sspa%3Fkeywords%3DGuitar%26qid%3D1669113970%26qu%3DeyJxc2MiOiI1Ljc4IiwicXNhIjoiNS4yNiIsInFzcCI6IjQuMDUifQ%253D%253D%26sr%3D8-24-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
172,-,-,"7,727",-,-,https://www.amazon.in/YAMAHA-NATURAL-CONCERT-CUTAWAY-GUITAR/dp/B08KW4DRKL/ref=sr_1_25?keywords=Guitar&qid=1669113970&qu=eyJxc2MiOiI1Ljc4IiwicXNhIjoiNS4yNiIsInFzcCI6IjQuMDUifQ%3D%3D&sr=8-25
173,-,-,90,-,-,https://www.amazon.in/JUAREZ-Acoustic-Guitar-String-JRGSE32/dp/B08MW1WPW5/ref=sr_1_26?keywords=Guitar&qid=1669113970&qu=eyJxc2MiOiI1Ljc4IiwicXNhIjoiNS4yNiIsInFzcCI6IjQuMDUifQ%3D%3D&sr=8-26
174,Blueberry,"Blueberry R-701 Gray, 6 String Right Handed Beginner Full Size Rosewood Fret board Electric Guitar with Bag, Strap, One Set of Strings and 2 Picks","5,999",-,"Saturday, 26 November",https://www.amazon.in/Blueberry-Beginner-Rosewood-Electric-Strings/dp/B0BLYP3Q6S/ref=sr_1_27?keywords=Guitar&qid=1669113970&qu=eyJxc2MiOiI1Ljc4IiwicXNhIjoiNS4yNiIsInFzcCI6IjQuMDUifQ%3D%3D&sr=8-27
175,-,-,429,-,-,https://www.amazon.in/Enterprise-Acoustic-Instrument-Educational-Beginners/dp/B0B46LBJQZ/ref=sr_1_28?keywords=Guitar&qid=1669113970&qu=eyJxc2MiOiI1Ljc4IiwicXNhIjoiNS4yNiIsInFzcCI6IjQuMDUifQ%3D%3D&sr=8-28
176,Medellin,"Medellin M38 carbon fiber body 38 Incheses Acoustic Guitar (Red) Durable Matt finish With hAndrest, strings, strap, bag, 3 Picks, capo, stAnd",-,-,"Saturday, 26 November",https://www.amazon.in/Medellin-carbn-fiber-guitar-38inch/dp/B09MSGVCDV/ref=sr_1_29?keywords=Guitar&qid=1669113970&qu=eyJxc2MiOiI1Ljc4IiwicXNhIjoiNS4yNiIsInFzcCI6IjQuMDUifQ%3D%3D&sr=8-29
177,-,-,"2,695",-,-,https://www.amazon.in/Blueberry-38C-Acoustic-Guitar-Strings/dp/B08KLMV4XX/ref=sr_1_30?keywords=Guitar&qid=1669113970&qu=eyJxc2MiOiI1Ljc4IiwicXNhIjoiNS4yNiIsInFzcCI6IjQuMDUifQ%3D%3D&sr=8-30
178,-,-,459,-,-,https://www.amazon.in/Creation-4-String-Instrument-Learning-Toy/dp/B0BD92RXDB/ref=sr_1_31?keywords=Guitar&qid=1669113970&qu=eyJxc2MiOiI1Ljc4IiwicXNhIjoiNS4yNiIsInFzcCI6IjQuMDUifQ%3D%3D&sr=8-31
179,VIBHA,"Vibha 17"" 4 String Acoustic Learning Guitar Toy for Kids, Musical Instrument Educational Guitar Toy for Beginners Kids Child (Pack of 1) (Multicolor)",449,7 Days Replacement,"Friday, 25 November",https://www.amazon.in/Acoustic-Instrument-Educational-Beginners-Multicolor/dp/B0BCZ9GQQP/ref=sr_1_32?keywords=Guitar&qid=1669113970&qu=eyJxc2MiOiI1Ljc4IiwicXNhIjoiNS4yNiIsInFzcCI6IjQuMDUifQ%3D%3D&sr=8-32
180,-,-,-,-,-,https://www.amazon.in/Acoustic-plectrums-stability-age-groups-Refreshing/dp/B09YH89RVZ/ref=sr_1_33?keywords=Guitar&qid=1669113970&qu=eyJxc2MiOiI1Ljc4IiwicXNhIjoiNS4yNiIsInFzcCI6IjQuMDUifQ%3D%3D&sr=8-33
181,-,-,"11,299",-,-,https://www.amazon.in/Yamaha-FX280-acoustic-Dreadnought-Natural/dp/B09HR6BNFQ/ref=sr_1_34?keywords=Guitar&qid=1669113970&qu=eyJxc2MiOiI1Ljc4IiwicXNhIjoiNS4yNiIsInFzcCI6IjQuMDUifQ%3D%3D&sr=8-34
182,-,-,-,-,-,https://www.amazon.in/Yamaha-FSX80C-Acoustic-Cutaway-Guitar/dp/B09HL5WFDX/ref=sr_1_35?keywords=Guitar&qid=1669113970&qu=eyJxc2MiOiI1Ljc4IiwicXNhIjoiNS4yNiIsInFzcCI6IjQuMDUifQ%3D%3D&sr=8-35
183,-,-,"3,624",-,-,https://www.amazon.in/JUAREZ-Arpeggio-Acoustic-Rosewood-Fretboard/dp/B08LBJ8PTM/ref=sr_1_36?keywords=Guitar&qid=1669113970&qu=eyJxc2MiOiI1Ljc4IiwicXNhIjoiNS4yNiIsInFzcCI6IjQuMDUifQ%3D%3D&sr=8-36
184,-,-,"14,269",-,-,https://www.amazon.in/Stagg-Auditorium-SA25-ACE-MAHO/dp/B09HQ2685T/ref=sr_1_37?keywords=Guitar&qid=1669113970&qu=eyJxc2MiOiI1Ljc4IiwicXNhIjoiNS4yNiIsInFzcCI6IjQuMDUifQ%3D%3D&sr=8-37
185,-,-,"9,829",-,-,https://www.amazon.in/Cort-CAP810-OP-Acoustic-Plectrums-Complete/dp/B08D7SWGG5/ref=sr_1_38?keywords=Guitar&qid=1669113970&qu=eyJxc2MiOiI1Ljc4IiwicXNhIjoiNS4yNiIsInFzcCI6IjQuMDUifQ%3D%3D&sr=8-38
186,-,-,"5,686",-,-,https://www.amazon.in/JUAREZ-JRB40LN-3TS-Arpeggio-Guitar/dp/B08MW8F9VS/ref=sr_1_39?keywords=Guitar&qid=1669113970&qu=eyJxc2MiOiI1Ljc4IiwicXNhIjoiNS4yNiIsInFzcCI6IjQuMDUifQ%3D%3D&sr=8-39
187,-,-,499,-,-,https://www.amazon.in/Firevally-Childrens-Instrument-Educational-Instruments/dp/B0BL15WBRS/ref=sr_1_40?keywords=Guitar&qid=1669113970&qu=eyJxc2MiOiI1Ljc4IiwicXNhIjoiNS4yNiIsInFzcCI6IjQuMDUifQ%3D%3D&sr=8-40
188,Hontral,Hontral S4 String Decor Guitar Children's Musical Instrument Educational Toy Small Guitar for Beginners Kids Child - 23Inch,899,7 Days Replacement,"Friday, 25 November",https://www.amazon.in/Hontral-Childrens-Instrument-Educational-Beginners/dp/B0BD8Y1H78/ref=sr_1_41?keywords=Guitar&qid=1669113970&qu=eyJxc2MiOiI1Ljc4IiwicXNhIjoiNS4yNiIsInFzcCI6IjQuMDUifQ%3D%3D&sr=8-41
189,-,-,-,-,-,https://www.amazon.in/Juarez-Acoustic-Cutaway-BK-Strings/dp/B076T3RHMG/ref=sr_1_42?keywords=Guitar&qid=1669113970&qu=eyJxc2MiOiI1Ljc4IiwicXNhIjoiNS4yNiIsInFzcCI6IjQuMDUifQ%3D%3D&sr=8-42
190,Intern,Intern INT-38C Acoustic Guitar Kit (Red),-,-,"Thursday, 24 November",https://www.amazon.in/Intern-INT-38C-Acoustic-Guitar-Kit/dp/B073B6TF31/ref=sr_1_43?keywords=Guitar&qid=1669113970&qu=eyJxc2MiOiI1Ljc4IiwicXNhIjoiNS4yNiIsInFzcCI6IjQuMDUifQ%3D%3D&sr=8-43
191,JUAREZ,"JUAREZ JRZ38C 38 Inches Lindenwood Right Handed Acoustic Guitar With Bag, Strings, Pick And Strap (Natural, Brown, 6 Strings)",-,-,"Thursday, 24 November",https://www.amazon.in/JUAREZ-JRZ38C-Acoustic-Natural-Strings/dp/B01FYYTDWC/ref=sr_1_44?keywords=Guitar&qid=1669113970&qu=eyJxc2MiOiI1Ljc4IiwicXNhIjoiNS4yNiIsInFzcCI6IjQuMDUifQ%3D%3D&sr=8-44
192,Medellin,"Medellin 38"" Acoustic Guitar Carbon Fiber body+(Free Online Learning Course) - Durable Matt finish with handrest, strings, strap, bag, 3 Picks, capo, stand. (natural)",-,-,"Saturday, 26 November",https://www.amazon.in/Medellin-carbn-guitar-38inch-NATURAL/dp/B09MSHD6TS/ref=sr_1_45?keywords=Guitar&qid=1669113970&qu=eyJxc2MiOiI1Ljc4IiwicXNhIjoiNS4yNiIsInFzcCI6IjQuMDUifQ%3D%3D&sr=8-45
193,-,-,-,-,-,https://www.amazon.in/Yamaha-FS100C-Acoustic-Guitar-Natural/dp/B08Z3DVN8N/ref=sr_1_46?keywords=Guitar&qid=1669113970&qu=eyJxc2MiOiI1Ljc4IiwicXNhIjoiNS4yNiIsInFzcCI6IjQuMDUifQ%3D%3D&sr=8-46
194,-,-,-,-,-,https://www.amazon.in/Yamaha-FSX80C-Acoustic-Cutaway-Natural/dp/B09HL3GFZF/ref=sr_1_47?keywords=Guitar&qid=1669113970&qu=eyJxc2MiOiI1Ljc4IiwicXNhIjoiNS4yNiIsInFzcCI6IjQuMDUifQ%3D%3D&sr=8-47
195,-,-,"5,427",-,-,https://www.amazon.in/JUAREZ-Arpeggio-Guitar-JRA41SP-RD-K-red/dp/B08MW8CWG8/ref=sr_1_48?keywords=Guitar&qid=1669113970&qu=eyJxc2MiOiI1Ljc4IiwicXNhIjoiNS4yNiIsInFzcCI6IjQuMDUifQ%3D%3D&sr=8-48
196,-,-,-,-,-,https://www.amazon.in/Yamaha-F310-6-Strings-Acoustic-Natural/dp/B000RVYW7E/ref=sr_1_49?keywords=Guitar&qid=1669113970&qu=eyJxc2MiOiI1Ljc4IiwicXNhIjoiNS4yNiIsInFzcCI6IjQuMDUifQ%3D%3D&sr=8-49
197,-,-,"2,390",-,-,https://www.amazon.in/Blueberry-38C-Acoustic-Strings-Natural/dp/B08KLNFL2Y/ref=sr_1_50?keywords=Guitar&qid=1669113970&qu=eyJxc2MiOiI1Ljc4IiwicXNhIjoiNS4yNiIsInFzcCI6IjQuMDUifQ%3D%3D&sr=8-50
198,DEVICE OF URBAN INFOTECH,DEVICE OF URBAN INFOTECH Tuning Peg Silver for Acoustic Guitar Parts Tuners Keys Semi-closed Guitar String Tuning Pegs Tuner Machine Heads Knobs Tuning Keys for Acoustic & Electric Guitar 3R+3L(6 PCS),480,-,"Sunday, 27 November",https://www.amazon.in/DEVICE-URBAN-INFOTECH-Acoustic-Semi-closed/dp/B08P1JS4DF/ref=sr_1_51?keywords=Guitar&qid=1669113970&qu=eyJxc2MiOiI1Ljc4IiwicXNhIjoiNS4yNiIsInFzcCI6IjQuMDUifQ%3D%3D&sr=8-51
199,Juârez,"Juârez JRZ38C/ZEB 6 Strings Acoustic Guitar 38 Inch Cutaway, Right Handed, Zebrawood with Bag, Strings, Picks and Strap","3,339",-,"Thursday, 24 November",https://www.amazon.in/Juarez-Strings-Acoustic-Cutaway-Zebrawood/dp/B072Q9L8DG/ref=sr_1_52?keywords=Guitar&qid=1669113970&qu=eyJxc2MiOiI1Ljc4IiwicXNhIjoiNS4yNiIsInFzcCI6IjQuMDUifQ%3D%3D&sr=8-52
200,Tanglewood,Tanglewood TW5-E-AVB Electro-Acoustic Guitar Antique Violin Burst,"29,729",-,"Sunday, 27 November",https://www.amazon.in/Tanglewood-Electro-Acoustic-Guitar-Antique-Violin/dp/B0971762X2/ref=sr_1_53?keywords=Guitar&qid=1669113970&qu=eyJxc2MiOiI1Ljc4IiwicXNhIjoiNS4yNiIsInFzcCI6IjQuMDUifQ%3D%3D&sr=8-53
201,Intern,"Intern 38C Wooden Acoustic Steel-String Guitar Premium White Cutaway Design With Carry Bag, Strings, Guitar Strap And Plectrums (Int-38C-Wh)",-,-,"Thursday, 24 November",https://www.amazon.in/Intern-Acoustic-Steel-string-plectrums-INT-38C-WH/dp/B09LR94Z2X/ref=sr_1_54?keywords=Guitar&qid=1669113970&qu=eyJxc2MiOiI1Ljc4IiwicXNhIjoiNS4yNiIsInFzcCI6IjQuMDUifQ%3D%3D&sr=8-54
202,Belear,"Belear I280 38 Inch Black Matt Spruce Cutaway, Acoustic Guitar, with Dual Action Truss Rod","2,999",7 Days Replacement,"Saturday, 26 November",https://www.amazon.in/Belear-I280-Black-Matt-Acoustic/dp/B0BHTBLQGZ/ref=sr_1_55?keywords=Guitar&qid=1669113970&qu=eyJxc2MiOiI1Ljc4IiwicXNhIjoiNS4yNiIsInFzcCI6IjQuMDUifQ%3D%3D&sr=8-55
203,Bestonl,Bestonl String Decor Guitar Children's Musical Instrument Educational Toy Small Guitar for Beginners Kids Child - 23Inch,899,7 Days Replacement,"Friday, 25 November",https://www.amazon.in/Bestonl-Childrens-Instrument-Educational-Beginners/dp/B0BDG13QZS/ref=sr_1_56?keywords=Guitar&qid=1669113970&qu=eyJxc2MiOiI1Ljc4IiwicXNhIjoiNS4yNiIsInFzcCI6IjQuMDUifQ%3D%3D&sr=8-56
204,-,-,"1,399",-,-,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0NDQwMzExOTE4MDE2Njc5OjE2NjkxMTM5NzA6c3BfYnRmOjIwMDc3ODY4NTg3MDk4OjowOjo&url=%2FRight-Search-Dancing-Cactus-Set_CG11%2Fdp%2FB09RQ16W41%2Fref%3Dsr_1_57_sspa%3Fkeywords%3DGuitar%26qid%3D1669113970%26qu%3DeyJxc2MiOiI1Ljc4IiwicXNhIjoiNS4yNiIsInFzcCI6IjQuMDUifQ%253D%253D%26sr%3D8-57-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
205,-,-,"2,695",-,-,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0NDQwMzExOTE4MDE2Njc5OjE2NjkxMTM5NzA6c3BfYnRmOjIwMDc4MzM2ODg4ODk4OjowOjo&url=%2FBlueberry-38C-Acoustic-Guitar-Strings%2Fdp%2FB08KLMV4XX%2Fref%3Dsr_1_58_sspa%3Fkeywords%3DGuitar%26qid%3D1669113970%26qu%3DeyJxc2MiOiI1Ljc4IiwicXNhIjoiNS4yNiIsInFzcCI6IjQuMDUifQ%253D%253D%26sr%3D8-58-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
206,-,-,975,-,-,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0NDQwMzExOTE4MDE2Njc5OjE2NjkxMTM5NzA6c3BfYnRmOjIwMDU3ODE3MzY4ODk4OjowOjo&url=%2FMustang-Strings-Changing-Including-Beginner%2Fdp%2FB07S19LGLR%2Fref%3Dsr_1_59_sspa%3Fkeywords%3DGuitar%26qid%3D1669113970%26qu%3DeyJxc2MiOiI1Ljc4IiwicXNhIjoiNS4yNiIsInFzcCI6IjQuMDUifQ%253D%253D%26sr%3D8-59-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
207,-,-,"4,990",-,-,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0NDQwMzExOTE4MDE2Njc5OjE2NjkxMTM5NzA6c3BfYnRmOjIwMDc4MzM2ODg5MDk4OjowOjo&url=%2FBlueberry-Acoustic-Guitar-Strings-Picks%2Fdp%2FB08L7NQB57%2Fref%3Dsr_1_60_sspa%3Fkeywords%3DGuitar%26qid%3D1669113970%26qu%3DeyJxc2MiOiI1Ljc4IiwicXNhIjoiNS4yNiIsInFzcCI6IjQuMDUifQ%253D%253D%26sr%3D8-60-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
208,YAMAHA,Yamaha 22.8 Inches Merantiwood Classical Guitar C40//02 (Brown),"8,590",7 Days Replacement,November 29 - December 1,https://www.amazon.in/Yamaha-Classical-Guitar-C40-02/dp/B003UGCUFE/ref=sxbs_aspa_sqa?content-id=amzn1.sym.2c602ba1-3dc9-4456-8401-359709354e80%3Aamzn1.sym.2c602ba1-3dc9-4456-8401-359709354e80&cv_ct_cx=Guitar&keywords=Guitar&pd_rd_i=B003UGCUFE&pd_rd_r=4198e118-bd19-4994-a322-5d994f4b6631&pd_rd_w=qqm44&pd_rd_wg=ESSK2&pf_rd_p=2c602ba1-3dc9-4456-8401-359709354e80&pf_rd_r=D4GDKZXV5YNF5DPYTT16&qid=1669113970&qu=eyJxc2MiOiI1Ljc4IiwicXNhIjoiNS4yNiIsInFzcCI6IjQuMDUifQ%3D%3D&sr=1-1-93291ede-2a7a-4e75-a6c2-b89c29736263
209,-,-,"8,700",-,-,https://www.amazon.in/Yamaha-C40MII-Acoustic-Concert-Guitar/dp/B005LG2JRK/ref=sxbs_aspa_sqa?content-id=amzn1.sym.2c602ba1-3dc9-4456-8401-359709354e80%3Aamzn1.sym.2c602ba1-3dc9-4456-8401-359709354e80&cv_ct_cx=Guitar&keywords=Guitar&pd_rd_i=B005LG2JRK&pd_rd_r=4198e118-bd19-4994-a322-5d994f4b6631&pd_rd_w=qqm44&pd_rd_wg=ESSK2&pf_rd_p=2c602ba1-3dc9-4456-8401-359709354e80&pf_rd_r=D4GDKZXV5YNF5DPYTT16&qid=1669113970&qu=eyJxc2MiOiI1Ljc4IiwicXNhIjoiNS4yNiIsInFzcCI6IjQuMDUifQ%3D%3D&sr=1-3-93291ede-2a7a-4e75-a6c2-b89c29736263
210,-,-,-,-,-,https://www.amazon.in/Yamaha-40-Strings-Classical-Guitars/dp/B000I1Q4TC/ref=sxbs_aspa_sqa?content-id=amzn1.sym.2c602ba1-3dc9-4456-8401-359709354e80%3Aamzn1.sym.2c602ba1-3dc9-4456-8401-359709354e80&cv_ct_cx=Guitar&keywords=Guitar&pd_rd_i=B000I1Q4TC&pd_rd_r=4198e118-bd19-4994-a322-5d994f4b6631&pd_rd_w=qqm44&pd_rd_wg=ESSK2&pf_rd_p=2c602ba1-3dc9-4456-8401-359709354e80&pf_rd_r=D4GDKZXV5YNF5DPYTT16&qid=1669113970&qu=eyJxc2MiOiI1Ljc4IiwicXNhIjoiNS4yNiIsInFzcCI6IjQuMDUifQ%3D%3D&sr=1-5-93291ede-2a7a-4e75-a6c2-b89c29736263
211,-,-,620,-,-,https://www.amazon.in/DAddario-EJ46-Classical-Guitar-Strings/dp/B0002H0JZ2/ref=sxbs_aspa_sqa?content-id=amzn1.sym.2c602ba1-3dc9-4456-8401-359709354e80%3Aamzn1.sym.2c602ba1-3dc9-4456-8401-359709354e80&cv_ct_cx=Guitar&keywords=Guitar&pd_rd_i=B0002H0JZ2&pd_rd_r=4198e118-bd19-4994-a322-5d994f4b6631&pd_rd_w=qqm44&pd_rd_wg=ESSK2&pf_rd_p=2c602ba1-3dc9-4456-8401-359709354e80&pf_rd_r=D4GDKZXV5YNF5DPYTT16&qid=1669113970&qu=eyJxc2MiOiI1Ljc4IiwicXNhIjoiNS4yNiIsInFzcCI6IjQuMDUifQ%3D%3D&sr=1-7-93291ede-2a7a-4e75-a6c2-b89c29736263
212,Intern,"Intern INT-38C Right hand Acoustic Guitar Kit, With Bag, Strings, Pick And Strap, Black, small","2,299",-,"Thursday, 24 November",https://www.amazon.in/Intern-INT-38C-Acoustic-Guitar-Black/dp/B073B6TQQY/ref=sxbs_aspa_sqa?content-id=amzn1.sym.2c602ba1-3dc9-4456-8401-359709354e80%3Aamzn1.sym.2c602ba1-3dc9-4456-8401-359709354e80&cv_ct_cx=Guitar&keywords=Guitar&pd_rd_i=B073B6TQQY&pd_rd_r=4198e118-bd19-4994-a322-5d994f4b6631&pd_rd_w=qqm44&pd_rd_wg=ESSK2&pf_rd_p=2c602ba1-3dc9-4456-8401-359709354e80&pf_rd_r=D4GDKZXV5YNF5DPYTT16&qid=1669113970&qu=eyJxc2MiOiI1Ljc4IiwicXNhIjoiNS4yNiIsInFzcCI6IjQuMDUifQ%3D%3D&sr=1-2-93291ede-2a7a-4e75-a6c2-b89c29736263
213,-,-,-,-,-,https://www.amazon.in/Juarez-Acoustic-Cutaway-038C-Strings/dp/B017NPCSLI/ref=sxbs_aspa_sqa?content-id=amzn1.sym.2c602ba1-3dc9-4456-8401-359709354e80%3Aamzn1.sym.2c602ba1-3dc9-4456-8401-359709354e80&cv_ct_cx=Guitar&keywords=Guitar&pd_rd_i=B017NPCSLI&pd_rd_r=4198e118-bd19-4994-a322-5d994f4b6631&pd_rd_w=qqm44&pd_rd_wg=ESSK2&pf_rd_p=2c602ba1-3dc9-4456-8401-359709354e80&pf_rd_r=D4GDKZXV5YNF5DPYTT16&qid=1669113970&qu=eyJxc2MiOiI1Ljc4IiwicXNhIjoiNS4yNiIsInFzcCI6IjQuMDUifQ%3D%3D&sr=1-4-93291ede-2a7a-4e75-a6c2-b89c29736263
214,Intern,Intern INT-38C Acoustic Guitar Kit (Blue),-,-,"Thursday, 24 November",https://www.amazon.in/Intern-INT-38C-Acoustic-Guitar-Blue/dp/B073B5RZBV/ref=sxbs_aspa_sqa?content-id=amzn1.sym.2c602ba1-3dc9-4456-8401-359709354e80%3Aamzn1.sym.2c602ba1-3dc9-4456-8401-359709354e80&cv_ct_cx=Guitar&keywords=Guitar&pd_rd_i=B073B5RZBV&pd_rd_r=4198e118-bd19-4994-a322-5d994f4b6631&pd_rd_w=qqm44&pd_rd_wg=ESSK2&pf_rd_p=2c602ba1-3dc9-4456-8401-359709354e80&pf_rd_r=D4GDKZXV5YNF5DPYTT16&qid=1669113970&qu=eyJxc2MiOiI1Ljc4IiwicXNhIjoiNS4yNiIsInFzcCI6IjQuMDUifQ%3D%3D&sr=1-6-93291ede-2a7a-4e75-a6c2-b89c29736263
215,YAMAHA,"Yamaha F280 Acoustic Rosewood Guitar (Natural, Beige)","7,299",7 Days Replacement,November 28 - 30,https://www.amazon.in/Yamaha-F280-Acoustic-Guitar-Natural/dp/B08317Y4VP/ref=sxbs_aspa_sqa?content-id=amzn1.sym.2c602ba1-3dc9-4456-8401-359709354e80%3Aamzn1.sym.2c602ba1-3dc9-4456-8401-359709354e80&cv_ct_cx=Guitar&keywords=Guitar&pd_rd_i=B08317Y4VP&pd_rd_r=4198e118-bd19-4994-a322-5d994f4b6631&pd_rd_w=qqm44&pd_rd_wg=ESSK2&pf_rd_p=2c602ba1-3dc9-4456-8401-359709354e80&pf_rd_r=D4GDKZXV5YNF5DPYTT16&qid=1669113970&qu=eyJxc2MiOiI1Ljc4IiwicXNhIjoiNS4yNiIsInFzcCI6IjQuMDUifQ%3D%3D&sr=1-8-93291ede-2a7a-4e75-a6c2-b89c29736263
